name,region,Players,stats
NRG Esports,NA,"['Player: ""name"": ""GarrettG"", ""games"": 1111, ""win %"": 63.28%, ""score avg"": 345.10, ""goal avg"": 0.80, ""assist avg"": 0.55, ""save avg"": 1.52, ""shot avg"": 3.16, ""shot %"": 25.41%, ""goal participation %"": 60.46%, ""rating"": 1.035', 'Player: ""name"": ""Squishy"", ""games"": 904, ""win %"": 63.16%, ""score avg"": 344.08, ""goal avg"": 0.63, ""assist avg"": 0.59, ""save avg"": 1.48, ""shot avg"": 2.67, ""shot %"": 23.59%, ""goal participation %"": 56.38%, ""rating"": 0.964', 'Player: ""name"": ""jstn."", ""games"": 869, ""win %"": 65.13%, ""score avg"": 432.34, ""goal avg"": 0.85, ""assist avg"": 0.61, ""save avg"": 1.90, ""shot avg"": 3.42, ""shot %"": 24.77%, ""goal participation %"": 65.58%, ""rating"": 1.149', 'Player: ""name"": ""musty"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Sizz"", ""games"": 214, ""win %"": 41.12%, ""score avg"": 251.00, ""goal avg"": 0.57, ""assist avg"": 0.56, ""save avg"": 1.56, ""shot avg"": 2.17, ""shot %"": 26.29%, ""goal participation %"": 58.50%, ""rating"": 0.886']","[961.3333333333334, 0.6385666666666666, 373.84, 0.7600000000000001, 0.5833333333333334, 1.6333333333333335, 3.0833333333333335, 0.2459, 1.0493333333333332]"
Natus Vincere,EU,"['Player: ""name"": ""Dead-Monster"", ""games"": 262, ""win %"": 49.62%, ""score avg"": 347.21, ""goal avg"": 0.63, ""assist avg"": 0.44, ""save avg"": 1.49, ""shot avg"": 2.59, ""shot %"": 24.15%, ""goal participation %"": 57.56%, ""rating"": 0.911', 'Player: ""name"": ""LuiisP"", ""games"": 197, ""win %"": 48.73%, ""score avg"": 380.18, ""goal avg"": 0.65, ""assist avg"": 0.51, ""save avg"": 1.79, ""shot avg"": 2.71, ""shot %"": 23.97%, ""goal participation %"": 61.56%, ""rating"": 0.992', 'Player: ""name"": ""Tigreee"", ""games"": 511, ""win %"": 45.21%, ""score avg"": 334.54, ""goal avg"": 0.52, ""assist avg"": 0.43, ""save avg"": 1.61, ""shot avg"": 2.39, ""shot %"": 21.60%, ""goal participation %"": 54.00%, ""rating"": 0.852', 'Player: ""name"": ""s1moN"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[323.3333333333333, 0.4785333333333333, 353.9766666666667, 0.6, 0.45999999999999996, 1.6300000000000001, 2.563333333333333, 0.2324, 0.9183333333333333]"
Nefarious,NA,"['Player: ""name"": ""Ahduhm"", ""games"": 168, ""win %"": 41.07%, ""score avg"": 370.57, ""goal avg"": 0.46, ""assist avg"": 0.50, ""save avg"": 1.86, ""shot avg"": 2.10, ""shot %"": 22.16%, ""goal participation %"": 57.65%, ""rating"": 0.890', 'Player: ""name"": ""Buddy"", ""games"": 158, ""win %"": 43.04%, ""score avg"": 362.87, ""goal avg"": 0.61, ""assist avg"": 0.44, ""save avg"": 1.50, ""shot avg"": 3.16, ""shot %"": 19.44%, ""goal participation %"": 62.31%, ""rating"": 0.920', 'Player: ""name"": ""hockE"", ""games"": 105, ""win %"": 48.57%, ""score avg"": 391.74, ""goal avg"": 0.63, ""assist avg"": 0.53, ""save avg"": 1.81, ""shot avg"": 2.96, ""shot %"": 21.22%, ""goal participation %"": 60.10%, ""rating"": 0.977', 'Player: ""name"": ""JWismont"", ""games"": 198, ""win %"": 39.39%, ""score avg"": 337.95, ""goal avg"": 0.56, ""assist avg"": 0.44, ""save avg"": 1.44, ""shot avg"": 2.73, ""shot %"": 20.56%, ""goal participation %"": 62.26%, ""rating"": 0.879']","[143.66666666666666, 0.44226666666666664, 375.06, 0.5666666666666668, 0.49, 1.7233333333333334, 2.7399999999999998, 0.2094, 0.9289999999999999]"
Neoxy Team,SAM,"['Player: ""name"": ""Mathzr"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Navarro"", ""games"": 100, ""win %"": 35.00%, ""score avg"": 321.49, ""goal avg"": 0.44, ""assist avg"": 0.63, ""save avg"": 1.45, ""shot avg"": 2.10, ""shot %"": 20.95%, ""goal participation %"": 57.84%, ""rating"": 0.858', 'Player: ""name"": ""klawzt"", ""games"": 100, ""win %"": 35.00%, ""score avg"": 373.64, ""goal avg"": 0.73, ""assist avg"": 0.50, ""save avg"": 1.59, ""shot avg"": 3.08, ""shot %"": 23.70%, ""goal participation %"": 66.49%, ""rating"": 1.017', 'Player: ""name"": ""Crs"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[66.66666666666667, 0.2333333333333333, 231.71, 0.38999999999999996, 0.37666666666666665, 1.0133333333333334, 1.7266666666666666, 0.14883333333333332, 0.625]"
Night Raid Esports,ASIA,"['Player: ""name"": ""Dann"", ""games"": 70, ""win %"": 45.71%, ""score avg"": 395.71, ""goal avg"": 0.79, ""assist avg"": 0.41, ""save avg"": 1.90, ""shot avg"": 2.64, ""shot %"": 29.73%, ""goal participation %"": 77.06%, ""rating"": 1.060', 'Player: ""name"": ""Easel"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Fortymula7"", ""games"": 70, ""win %"": 45.71%, ""score avg"": 309.53, ""goal avg"": 0.39, ""assist avg"": 0.37, ""save avg"": 1.33, ""shot avg"": 2.07, ""shot %"": 18.62%, ""goal participation %"": 48.62%, ""rating"": 0.735']","[46.666666666666664, 0.3047333333333333, 235.08, 0.39333333333333337, 0.26, 1.0766666666666667, 1.57, 0.16116666666666668, 0.5983333333333333]"
Nimmt55,ASIA,"['Player: ""name"": ""Shaolon"", ""games"": 77, ""win %"": 58.44%, ""score avg"": 368.05, ""goal avg"": 0.91, ""assist avg"": 0.52, ""save avg"": 1.14, ""shot avg"": 3.39, ""shot %"": 26.82%, ""goal participation %"": 61.45%, ""rating"": 1.035', 'Player: ""name"": ""akikansu"", ""games"": 77, ""win %"": 58.44%, ""score avg"": 381.39, ""goal avg"": 0.77, ""assist avg"": 0.66, ""save avg"": 1.56, ""shot avg"": 2.97, ""shot %"": 25.76%, ""goal participation %"": 61.45%, ""rating"": 1.071', 'Player: ""name"": ""popo"", ""games"": 90, ""win %"": 64.44%, ""score avg"": 420.20, ""goal avg"": 0.97, ""assist avg"": 0.92, ""save avg"": 1.20, ""shot avg"": 3.24, ""shot %"": 29.79%, ""goal participation %"": 67.19%, ""rating"": 1.210', 'Player: ""name"": ""rey"", ""games"": 72, ""win %"": 61.11%, ""score avg"": 324.69, ""goal avg"": 0.65, ""assist avg"": 0.72, ""save avg"": 1.08, ""shot avg"": 2.38, ""shot %"": 27.49%, ""goal participation %"": 57.23%, ""rating"": 0.934']","[81.33333333333333, 0.6043999999999999, 389.88000000000005, 0.8833333333333334, 0.7000000000000001, 1.3, 3.2000000000000006, 0.2745666666666667, 1.1053333333333333]"
No Clue,OCE,"['Player: ""name"": ""Baileym8"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Joey"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Spiral"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Noble esports,SAM,"['Player: ""name"": ""Sadness"", ""games"": 608, ""win %"": 58.39%, ""score avg"": 409.66, ""goal avg"": 0.69, ""assist avg"": 0.69, ""save avg"": 1.75, ""shot avg"": 2.66, ""shot %"": 26.07%, ""goal participation %"": 62.07%, ""rating"": 1.062', 'Player: ""name"": ""drufinho"", ""games"": 414, ""win %"": 56.52%, ""score avg"": 397.09, ""goal avg"": 0.85, ""assist avg"": 0.54, ""save avg"": 1.60, ""shot avg"": 3.07, ""shot %"": 27.74%, ""goal participation %"": 64.86%, ""rating"": 1.081', 'Player: ""name"": ""nxghtt"", ""games"": 95, ""win %"": 63.16%, ""score avg"": 385.55, ""goal avg"": 0.89, ""assist avg"": 0.61, ""save avg"": 1.45, ""shot avg"": 3.19, ""shot %"": 28.05%, ""goal participation %"": 60.85%, ""rating"": 1.098', 'Player: ""name"": ""Gian"", ""games"": 182, ""win %"": 50.55%, ""score avg"": 343.50, ""goal avg"": 0.64, ""assist avg"": 0.34, ""save avg"": 1.43, ""shot avg"": 2.49, ""shot %"": 25.83%, ""goal participation %"": 53.13%, ""rating"": 0.858']","[372.3333333333333, 0.5935666666666666, 397.43333333333334, 0.81, 0.6133333333333333, 1.5999999999999999, 2.973333333333333, 0.27286666666666665, 1.0803333333333331]"
Nocturns Gaming,SAM,"['Player: ""name"": ""Manteca"", ""games"": 133, ""win %"": 32.33%, ""score avg"": 311.80, ""goal avg"": 0.45, ""assist avg"": 0.45, ""save avg"": 1.54, ""shot avg"": 1.97, ""shot %"": 22.90%, ""goal participation %"": 54.55%, ""rating"": 0.795', 'Player: ""name"": ""Szaro"", ""games"": 280, ""win %"": 37.14%, ""score avg"": 362.51, ""goal avg"": 0.71, ""assist avg"": 0.49, ""save avg"": 1.51, ""shot avg"": 2.81, ""shot %"": 25.29%, ""goal participation %"": 65.18%, ""rating"": 0.976', 'Player: ""name"": ""TaTu"", ""games"": 108, ""win %"": 29.63%, ""score avg"": 356.81, ""goal avg"": 0.57, ""assist avg"": 0.48, ""save avg"": 1.75, ""shot avg"": 2.46, ""shot %"": 23.31%, ""goal participation %"": 62.64%, ""rating"": 0.940']","[173.66666666666666, 0.3303333333333333, 343.70666666666665, 0.5766666666666667, 0.47333333333333333, 1.5999999999999999, 2.4133333333333336, 0.2383333333333333, 0.9036666666666666]"
Nordavind,EU,"['Player: ""name"": ""Enlid"", ""games"": 52, ""win %"": 23.08%, ""score avg"": 381.23, ""goal avg"": 0.54, ""assist avg"": 0.50, ""save avg"": 1.96, ""shot avg"": 2.23, ""shot %"": 24.14%, ""goal participation %"": 64.29%, ""rating"": 0.996', 'Player: ""name"": ""Trex"", ""games"": 52, ""win %"": 23.08%, ""score avg"": 339.81, ""goal avg"": 0.50, ""assist avg"": 0.37, ""save avg"": 1.75, ""shot avg"": 2.44, ""shot %"": 20.47%, ""goal participation %"": 53.57%, ""rating"": 0.837', 'Player: ""name"": ""Jwols"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[34.666666666666664, 0.15386666666666665, 240.34666666666666, 0.3466666666666667, 0.29, 1.2366666666666666, 1.5566666666666666, 0.1487, 0.611]"
Not A Cult eSports,ASIA,"['Player: ""name"": ""DeluxeWiz"", ""games"": 93, ""win %"": 48.39%, ""score avg"": 369.30, ""goal avg"": 0.87, ""assist avg"": 0.57, ""save avg"": 1.28, ""shot avg"": 2.51, ""shot %"": 34.76%, ""goal participation %"": 59.56%, ""rating"": 1.042', 'Player: ""name"": ""Dizzo"", ""games"": 89, ""win %"": 47.19%, ""score avg"": 370.60, ""goal avg"": 0.81, ""assist avg"": 0.63, ""save avg"": 1.40, ""shot avg"": 2.27, ""shot %"": 35.64%, ""goal participation %"": 59.53%, ""rating"": 1.017', 'Player: ""name"": ""Friizy"", ""games"": 90, ""win %"": 50.00%, ""score avg"": 314.47, ""goal avg"": 0.73, ""assist avg"": 0.60, ""save avg"": 1.02, ""shot avg"": 2.42, ""shot %"": 30.28%, ""goal participation %"": 54.79%, ""rating"": 0.945', 'Player: ""name"": ""SKR"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[90.66666666666667, 0.4852666666666666, 351.4566666666667, 0.8033333333333333, 0.6, 1.2333333333333332, 2.4, 0.3356, 1.0013333333333334]"
Novus Aevi,SAM,"['Player: ""name"": ""Luk"", ""games"": 502, ""win %"": 53.59%, ""score avg"": 380.94, ""goal avg"": 0.63, ""assist avg"": 0.56, ""save avg"": 1.75, ""shot avg"": 2.68, ""shot %"": 23.39%, ""goal participation %"": 58.53%, ""rating"": 0.984', 'Player: ""name"": ""PJ"", ""games"": 602, ""win %"": 59.14%, ""score avg"": 373.44, ""goal avg"": 0.77, ""assist avg"": 0.66, ""save avg"": 1.22, ""shot avg"": 3.05, ""shot %"": 25.35%, ""goal participation %"": 63.72%, ""rating"": 1.046', 'Player: ""name"": ""tander"", ""games"": 888, ""win %"": 64.30%, ""score avg"": 340.74, ""goal avg"": 0.61, ""assist avg"": 0.60, ""save avg"": 1.42, ""shot avg"": 2.60, ""shot %"": 23.62%, ""goal participation %"": 50.42%, ""rating"": 0.938', 'Player: ""name"": ""xoz1n"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[664.0, 0.5901, 365.03999999999996, 0.6699999999999999, 0.6066666666666668, 1.4633333333333332, 2.776666666666667, 0.2412, 0.9893333333333333]"
Odyssey Esports,ASIA,"['Player: ""name"": ""Jamerch"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Regime"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Oxygen Esports,NA,"['Player: ""name"": ""Kraziks"", ""games"": 304, ""win %"": 50.66%, ""score avg"": 354.95, ""goal avg"": 0.61, ""assist avg"": 0.55, ""save avg"": 1.55, ""shot avg"": 2.75, ""shot %"": 22.10%, ""goal participation %"": 56.05%, ""rating"": 0.947', 'Player: ""name"": ""Lj"", ""games"": 304, ""win %"": 50.66%, ""score avg"": 404.55, ""goal avg"": 0.71, ""assist avg"": 0.65, ""save avg"": 1.73, ""shot avg"": 2.88, ""shot %"": 24.77%, ""goal participation %"": 66.24%, ""rating"": 1.062', 'Player: ""name"": ""Toastie"", ""games"": 300, ""win %"": 51.00%, ""score avg"": 353.54, ""goal avg"": 0.74, ""assist avg"": 0.49, ""save avg"": 1.40, ""shot avg"": 2.83, ""shot %"": 26.15%, ""goal participation %"": 59.71%, ""rating"": 0.969', 'Player: ""name"": ""Sadjunior"", ""games"": 223, ""win %"": 49.33%, ""score avg"": 220.94, ""goal avg"": 0.60, ""assist avg"": 0.55, ""save avg"": 1.30, ""shot avg"": 2.43, ""shot %"": 24.77%, ""goal participation %"": 54.82%, ""rating"": 0.850']","[302.6666666666667, 0.5077333333333334, 371.0133333333333, 0.6866666666666665, 0.5633333333333334, 1.5599999999999998, 2.8200000000000003, 0.24340000000000003, 0.9926666666666666]"
Panik Gaming,OCE,"['Player: ""name"": ""Joel"", ""games"": 180, ""win %"": 37.78%, ""score avg"": 348.21, ""goal avg"": 0.58, ""assist avg"": 0.54, ""save avg"": 1.48, ""shot avg"": 2.32, ""shot %"": 25.18%, ""goal participation %"": 62.93%, ""rating"": 0.909', 'Player: ""name"": ""eli"", ""games"": 184, ""win %"": 34.24%, ""score avg"": 338.09, ""goal avg"": 0.60, ""assist avg"": 0.37, ""save avg"": 1.53, ""shot avg"": 2.39, ""shot %"": 25.23%, ""goal participation %"": 57.56%, ""rating"": 0.870', 'Player: ""name"": ""Junior"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""fluqwit"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[121.33333333333333, 0.2400666666666667, 228.76666666666665, 0.3933333333333333, 0.30333333333333334, 1.0033333333333332, 1.57, 0.1680333333333333, 0.593]"
Papo de Visão,SAM,"['Player: ""name"": ""laucha"", ""games"": 166, ""win %"": 44.58%, ""score avg"": 361.68, ""goal avg"": 0.61, ""assist avg"": 0.50, ""save avg"": 1.75, ""shot avg"": 2.50, ""shot %"": 24.58%, ""goal participation %"": 56.75%, ""rating"": 0.951', 'Player: ""name"": ""lucas06"", ""games"": 208, ""win %"": 42.31%, ""score avg"": 347.20, ""goal avg"": 0.54, ""assist avg"": 0.45, ""save avg"": 1.63, ""shot avg"": 2.29, ""shot %"": 23.48%, ""goal participation %"": 55.38%, ""rating"": 0.879', 'Player: ""name"": ""thiagxw"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""dreevo"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[124.66666666666667, 0.28963333333333335, 236.29333333333332, 0.3833333333333333, 0.31666666666666665, 1.1266666666666667, 1.5966666666666667, 0.1602, 0.61]"
Pepepitos Canyons,EU,"['Player: ""name"": ""DmentZa"", ""games"": 453, ""win %"": 52.98%, ""score avg"": 371.31, ""goal avg"": 0.55, ""assist avg"": 0.59, ""save avg"": 1.85, ""shot avg"": 2.52, ""shot %"": 21.78%, ""goal participation %"": 56.50%, ""rating"": 0.955', 'Player: ""name"": ""Zamué"", ""games"": 430, ""win %"": 53.26%, ""score avg"": 373.21, ""goal avg"": 0.65, ""assist avg"": 0.62, ""save avg"": 1.57, ""shot avg"": 2.90, ""shot %"": 22.29%, ""goal participation %"": 63.15%, ""rating"": 0.996', 'Player: ""name"": ""xTehQoz."", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""xTerazzz"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[294.3333333333333, 0.35413333333333336, 248.17333333333332, 0.4000000000000001, 0.4033333333333333, 1.14, 1.8066666666666666, 0.1469, 0.6503333333333333]"
Pioneers,NA,"['Player: ""name"": ""Kronovi"", ""games"": 657, ""win %"": 52.82%, ""score avg"": 306.14, ""goal avg"": 0.71, ""assist avg"": 0.53, ""save avg"": 1.42, ""shot avg"": 2.82, ""shot %"": 25.28%, ""goal participation %"": 58.29%, ""rating"": 0.959', 'Player: ""name"": ""WondaMike"", ""games"": 179, ""win %"": 47.49%, ""score avg"": 381.64, ""goal avg"": 0.73, ""assist avg"": 0.47, ""save avg"": 1.45, ""shot avg"": 3.08, ""shot %"": 23.55%, ""goal participation %"": 64.46%, ""rating"": 0.957', 'Player: ""name"": ""drali"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""mectos"", ""games"": 287, ""win %"": 43.21%, ""score avg"": 342.54, ""goal avg"": 0.54, ""assist avg"": 0.54, ""save avg"": 1.56, ""shot avg"": 2.68, ""shot %"": 20.13%, ""goal participation %"": 59.27%, ""rating"": 0.905']","[278.6666666666667, 0.3343666666666667, 229.26, 0.48, 0.3333333333333333, 0.9566666666666667, 1.9666666666666668, 0.16276666666666667, 0.6386666666666666]"
Pittsburgh Knights,NA,"['Player: ""name"": ""AlphaKep"", ""games"": 320, ""win %"": 48.13%, ""score avg"": 341.39, ""goal avg"": 0.60, ""assist avg"": 0.43, ""save avg"": 1.52, ""shot avg"": 2.45, ""shot %"": 24.52%, ""goal participation %"": 54.91%, ""rating"": 0.887', 'Player: ""name"": ""ElOmarMaton"", ""games"": 90, ""win %"": 48.89%, ""score avg"": 360.92, ""goal avg"": 0.57, ""assist avg"": 0.50, ""save avg"": 1.63, ""shot avg"": 2.56, ""shot %"": 22.17%, ""goal participation %"": 60.76%, ""rating"": 0.913', 'Player: ""name"": ""sosa"", ""games"": 268, ""win %"": 46.27%, ""score avg"": 398.42, ""goal avg"": 0.75, ""assist avg"": 0.41, ""save avg"": 1.90, ""shot avg"": 2.70, ""shot %"": 27.76%, ""goal participation %"": 63.47%, ""rating"": 1.018', 'Player: ""name"": ""Dino"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""McLando"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[226.0, 0.4776333333333334, 366.91, 0.64, 0.4466666666666666, 1.6833333333333333, 2.57, 0.24816666666666667, 0.9393333333333334]"
Prestige Esports,NA,"['Player: ""name"": ""FTMHere"", ""games"": 53, ""win %"": 45.28%, ""score avg"": 378.04, ""goal avg"": 0.68, ""assist avg"": 0.57, ""save avg"": 1.70, ""shot avg"": 2.62, ""shot %"": 25.90%, ""goal participation %"": 62.26%, ""rating"": 1.018', 'Player: ""name"": ""Jay"", ""games"": 51, ""win %"": 43.14%, ""score avg"": 393.47, ""goal avg"": 0.69, ""assist avg"": 0.59, ""save avg"": 1.75, ""shot avg"": 3.10, ""shot %"": 22.15%, ""goal participation %"": 59.09%, ""rating"": 1.032', 'Player: ""name"": ""saya"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Kehpi"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[34.666666666666664, 0.29473333333333335, 257.17, 0.4566666666666667, 0.38666666666666666, 1.1500000000000001, 1.906666666666667, 0.16016666666666665, 0.6833333333333332]"
Project S,EU,"['Player: ""name"": ""Ashllxyy."", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Tahz"", ""games"": 118, ""win %"": 46.61%, ""score avg"": 355.88, ""goal avg"": 0.57, ""assist avg"": 0.44, ""save avg"": 1.79, ""shot avg"": 2.29, ""shot %"": 24.81%, ""goal participation %"": 54.34%, ""rating"": 0.926', 'Player: ""name"": ""Ozaru"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Cha0s"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[39.333333333333336, 0.15536666666666668, 118.62666666666667, 0.18999999999999997, 0.14666666666666667, 0.5966666666666667, 0.7633333333333333, 0.0827, 0.3086666666666667]"
Pulse Clan,ASIA,"['Player: ""name"": ""LCT"", ""games"": 133, ""win %"": 72.93%, ""score avg"": 403.21, ""goal avg"": 1.17, ""assist avg"": 0.67, ""save avg"": 1.08, ""shot avg"": 3.44, ""shot %"": 34.06%, ""goal participation %"": 64.99%, ""rating"": 1.223', 'Player: ""name"": ""Maxeew"", ""games"": 111, ""win %"": 79.28%, ""score avg"": 418.31, ""goal avg"": 0.95, ""assist avg"": 0.93, ""save avg"": 1.20, ""shot avg"": 3.25, ""shot %"": 29.36%, ""goal participation %"": 63.72%, ""rating"": 1.215', 'Player: ""name"": ""ballerrees"", ""games"": 108, ""win %"": 78.70%, ""score avg"": 371.98, ""goal avg"": 0.74, ""assist avg"": 0.89, ""save avg"": 1.30, ""shot avg"": 2.54, ""shot %"": 29.20%, ""goal participation %"": 55.87%, ""rating"": 1.086', 'Player: ""name"": ""OSM"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[117.33333333333333, 0.7697000000000002, 397.8333333333333, 0.9533333333333335, 0.8300000000000001, 1.1933333333333334, 3.0766666666666667, 0.30873333333333336, 1.1746666666666667]"
