name,region,Players,stats
Vipers eSports,SAM,"['Player: ""name"": ""BRUNOVISQUII"", ""games"": 536, ""win %"": 48.69%, ""score avg"": 351.21, ""goal avg"": 0.55, ""assist avg"": 0.59, ""save avg"": 1.55, ""shot avg"": 2.15, ""shot %"": 25.54%, ""goal participation %"": 58.55%, ""rating"": 0.918', 'Player: ""name"": ""KnS"", ""games"": 279, ""win %"": 39.43%, ""score avg"": 387.54, ""goal avg"": 0.63, ""assist avg"": 0.44, ""save avg"": 1.90, ""shot avg"": 2.88, ""shot %"": 21.92%, ""goal participation %"": 65.64%, ""rating"": 0.978', 'Player: ""name"": ""SubHallz"", ""games"": 260, ""win %"": 41.54%, ""score avg"": 326.87, ""goal avg"": 0.52, ""assist avg"": 0.42, ""save avg"": 1.59, ""shot avg"": 2.16, ""shot %"": 23.84%, ""goal participation %"": 55.71%, ""rating"": 0.850', 'Player: ""name"": ""Strov3"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[358.3333333333333, 0.4322, 355.20666666666665, 0.5666666666666668, 0.48333333333333334, 1.68, 2.3966666666666665, 0.23766666666666666, 0.9153333333333333]"
Vodafone Giants,EU,"['Player: ""name"": ""AtomiK"", ""games"": 453, ""win %"": 52.98%, ""score avg"": 419.21, ""goal avg"": 0.83, ""assist avg"": 0.49, ""save avg"": 1.85, ""shot avg"": 3.50, ""shot %"": 23.67%, ""goal participation %"": 65.14%, ""rating"": 1.095', 'Player: ""name"": ""VKSailen"", ""games"": 402, ""win %"": 52.24%, ""score avg"": 391.38, ""goal avg"": 0.70, ""assist avg"": 0.49, ""save avg"": 1.73, ""shot avg"": 3.18, ""shot %"": 22.11%, ""goal participation %"": 58.90%, ""rating"": 1.008', 'Player: ""name"": ""ByJesuxEsP"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[285.0, 0.3507333333333333, 270.19666666666666, 0.5099999999999999, 0.32666666666666666, 1.1933333333333334, 2.2266666666666666, 0.15259999999999999, 0.701]"
WYLDE,EU,"['Player: ""name"": ""Crispy"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Mingo"", ""games"": 70, ""win %"": 35.71%, ""score avg"": 400.64, ""goal avg"": 0.60, ""assist avg"": 0.56, ""save avg"": 2.21, ""shot avg"": 2.36, ""shot %"": 25.45%, ""goal participation %"": 62.31%, ""rating"": 1.036', 'Player: ""name"": ""Spectre"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[23.333333333333332, 0.11903333333333334, 133.54666666666665, 0.19999999999999998, 0.18666666666666668, 0.7366666666666667, 0.7866666666666666, 0.08483333333333333, 0.3453333333333333]"
Wazooo,OCE,"['Player: ""name"": ""Kachow"", ""games"": 177, ""win %"": 40.68%, ""score avg"": 348.41, ""goal avg"": 0.74, ""assist avg"": 0.51, ""save avg"": 1.38, ""shot avg"": 2.79, ""shot %"": 26.57%, ""goal participation %"": 61.84%, ""rating"": 0.976', 'Player: ""name"": ""Scarth"", ""games"": 340, ""win %"": 49.12%, ""score avg"": 338.76, ""goal avg"": 0.60, ""assist avg"": 0.59, ""save avg"": 1.42, ""shot avg"": 2.42, ""shot %"": 24.94%, ""goal participation %"": 54.59%, ""rating"": 0.927', 'Player: ""name"": ""tigr"", ""games"": 168, ""win %"": 42.86%, ""score avg"": 375.79, ""goal avg"": 0.70, ""assist avg"": 0.52, ""save avg"": 1.68, ""shot avg"": 2.76, ""shot %"": 25.43%, ""goal participation %"": 59.71%, ""rating"": 1.024', 'Player: ""name"": ""Morse"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Brabes"", ""games"": 109, ""win %"": 36.70%, ""score avg"": 344.39, ""goal avg"": 0.60, ""assist avg"": 0.54, ""save avg"": 1.43, ""shot avg"": 2.35, ""shot %"": 25.39%, ""goal participation %"": 52.77%, ""rating"": 0.904']","[228.33333333333334, 0.4422, 354.32, 0.68, 0.54, 1.4933333333333332, 2.6566666666666667, 0.2564666666666666, 0.9756666666666667]"
Wildcard Gaming,OCE,"['Player: ""name"": ""Siki"", ""games"": 601, ""win %"": 59.57%, ""score avg"": 407.61, ""goal avg"": 0.98, ""assist avg"": 0.69, ""save avg"": 1.48, ""shot avg"": 3.52, ""shot %"": 27.85%, ""goal participation %"": 64.57%, ""rating"": 1.166', 'Player: ""name"": ""cavemanben"", ""games"": 500, ""win %"": 58.40%, ""score avg"": 385.29, ""goal avg"": 0.89, ""assist avg"": 0.65, ""save avg"": 1.33, ""shot avg"": 3.20, ""shot %"": 27.92%, ""goal participation %"": 61.65%, ""rating"": 1.093', 'Player: ""name"": ""mock"", ""games"": 298, ""win %"": 50.67%, ""score avg"": 354.84, ""goal avg"": 0.67, ""assist avg"": 0.48, ""save avg"": 1.50, ""shot avg"": 2.46, ""shot %"": 27.15%, ""goal participation %"": 58.63%, ""rating"": 0.935', 'Player: ""name"": ""Cruzza"", ""games"": 139, ""win %"": 46.04%, ""score avg"": 339.71, ""goal avg"": 0.65, ""assist avg"": 0.55, ""save avg"": 1.45, ""shot avg"": 2.37, ""shot %"": 27.66%, ""goal participation %"": 53.33%, ""rating"": 0.924']","[466.3333333333333, 0.5621333333333333, 382.58, 0.8466666666666667, 0.6066666666666666, 1.4366666666666668, 3.06, 0.2764, 1.0646666666666667]"
Williams Resolve,EU,"['Player: ""name"": ""Radosin75"", ""games"": 234, ""win %"": 48.72%, ""score avg"": 399.92, ""goal avg"": 0.61, ""assist avg"": 0.48, ""save avg"": 2.02, ""shot avg"": 2.67, ""shot %"": 22.72%, ""goal participation %"": 61.15%, ""rating"": 0.977', 'Player: ""name"": ""pryyme"", ""games"": 248, ""win %"": 47.18%, ""score avg"": 356.71, ""goal avg"": 0.46, ""assist avg"": 0.51, ""save avg"": 1.77, ""shot avg"": 2.13, ""shot %"": 21.44%, ""goal participation %"": 55.30%, ""rating"": 0.874', 'Player: ""name"": ""saizen"", ""games"": 217, ""win %"": 48.85%, ""score avg"": 350.89, ""goal avg"": 0.70, ""assist avg"": 0.47, ""save avg"": 1.41, ""shot avg"": 2.84, ""shot %"": 24.68%, ""goal participation %"": 65.37%, ""rating"": 0.960', 'Player: ""name"": ""Rix_Ronday"", ""games"": 230, ""win %"": 44.78%, ""score avg"": 358.12, ""goal avg"": 0.60, ""assist avg"": 0.50, ""save avg"": 1.73, ""shot avg"": 2.46, ""shot %"": 24.42%, ""goal participation %"": 57.40%, ""rating"": 0.935']","[233.0, 0.4825, 369.17333333333335, 0.59, 0.48666666666666664, 1.7333333333333334, 2.5466666666666664, 0.22946666666666668, 0.9369999999999999]"
Wolves Esports,EU,"['Player: ""name"": ""Tadpole"", ""games"": 263, ""win %"": 50.57%, ""score avg"": 371.56, ""goal avg"": 0.71, ""assist avg"": 0.54, ""save avg"": 1.60, ""shot avg"": 2.76, ""shot %"": 25.62%, ""goal participation %"": 61.27%, ""rating"": 1.014', 'Player: ""name"": ""TriToN"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""rehzzy"", ""games"": 74, ""win %"": 48.65%, ""score avg"": 428.35, ""goal avg"": 0.88, ""assist avg"": 0.42, ""save avg"": 1.85, ""shot avg"": 3.05, ""shot %"": 28.76%, ""goal participation %"": 65.31%, ""rating"": 1.086']","[112.33333333333333, 0.3307333333333333, 266.6366666666667, 0.5299999999999999, 0.32, 1.1500000000000001, 1.9366666666666665, 0.1812666666666667, 0.7000000000000001]"
XSET,NA,"['Player: ""name"": ""JPow"", ""games"": 347, ""win %"": 46.69%, ""score avg"": 372.68, ""goal avg"": 0.74, ""assist avg"": 0.43, ""save avg"": 1.64, ""shot avg"": 2.98, ""shot %"": 24.98%, ""goal participation %"": 61.57%, ""rating"": 0.991', 'Player: ""name"": ""hockser"", ""games"": 386, ""win %"": 45.60%, ""score avg"": 392.95, ""goal avg"": 0.52, ""assist avg"": 0.57, ""save avg"": 1.97, ""shot avg"": 2.63, ""shot %"": 19.61%, ""goal participation %"": 61.74%, ""rating"": 0.959', 'Player: ""name"": ""percy."", ""games"": 336, ""win %"": 50.00%, ""score avg"": 415.76, ""goal avg"": 0.77, ""assist avg"": 0.50, ""save avg"": 1.98, ""shot avg"": 2.97, ""shot %"": 26.03%, ""goal participation %"": 61.99%, ""rating"": 1.059', 'Player: ""name"": ""Trey"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[356.3333333333333, 0.4743, 393.7966666666666, 0.6766666666666667, 0.5, 1.8633333333333333, 2.86, 0.23540000000000003, 1.003]"
dust sucker,EU,"['Player: ""name"": ""Dansku"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Extendo"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Regser"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
eRa Eternity,SAM,"['Player: ""name"": ""AztromicK"", ""games"": 541, ""win %"": 57.30%, ""score avg"": 385.23, ""goal avg"": 0.73, ""assist avg"": 0.58, ""save avg"": 1.62, ""shot avg"": 2.90, ""shot %"": 25.27%, ""goal participation %"": 60.41%, ""rating"": 1.029', 'Player: ""name"": ""math"", ""games"": 371, ""win %"": 58.76%, ""score avg"": 430.83, ""goal avg"": 0.95, ""assist avg"": 0.59, ""save avg"": 1.58, ""shot avg"": 3.62, ""shot %"": 26.14%, ""goal participation %"": 67.81%, ""rating"": 1.151', 'Player: ""name"": ""snipjz"", ""games"": 544, ""win %"": 56.62%, ""score avg"": 357.81, ""goal avg"": 0.68, ""assist avg"": 0.54, ""save avg"": 1.48, ""shot avg"": 2.65, ""shot %"": 25.56%, ""goal participation %"": 55.70%, ""rating"": 0.952', 'Player: ""name"": ""Michi"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[485.3333333333333, 0.5756, 391.28999999999996, 0.7866666666666666, 0.57, 1.5599999999999998, 3.0566666666666666, 0.25656666666666667, 1.0439999999999998]"
eUnited,NA,"['Player: ""name"": "".tristn"", ""games"": 234, ""win %"": 47.44%, ""score avg"": 359.37, ""goal avg"": 0.58, ""assist avg"": 0.46, ""save avg"": 1.64, ""shot avg"": 2.86, ""shot %"": 20.33%, ""goal participation %"": 56.51%, ""rating"": 0.909', 'Player: ""name"": ""SavvySeal"", ""games"": 108, ""win %"": 43.52%, ""score avg"": 347.48, ""goal avg"": 0.84, ""assist avg"": 0.42, ""save avg"": 1.06, ""shot avg"": 3.34, ""shot %"": 25.21%, ""goal participation %"": 62.96%, ""rating"": 0.973', 'Player: ""name"": ""ayjacks"", ""games"": 390, ""win %"": 45.64%, ""score avg"": 363.69, ""goal avg"": 0.53, ""assist avg"": 0.46, ""save avg"": 1.82, ""shot avg"": 2.49, ""shot %"": 21.07%, ""goal participation %"": 57.81%, ""rating"": 0.907', 'Player: ""name"": ""RawGreg"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[244.0, 0.45533333333333337, 356.84666666666664, 0.65, 0.4466666666666667, 1.5066666666666668, 2.8966666666666665, 0.22203333333333333, 0.9296666666666668]"
fishhr friends not food,NA,"['Player: ""name"": ""Bacon"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""FishhR"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""JosherSquasher"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
joE,OCE,"['Player: ""name"": ""Le Duck"", ""games"": 421, ""win %"": 50.83%, ""score avg"": 350.84, ""goal avg"": 0.68, ""assist avg"": 0.63, ""save avg"": 1.45, ""shot avg"": 2.57, ""shot %"": 26.48%, ""goal participation %"": 58.06%, ""rating"": 0.990', 'Player: ""name"": ""SPYDOGE"", ""games"": 471, ""win %"": 50.74%, ""score avg"": 394.54, ""goal avg"": 0.76, ""assist avg"": 0.60, ""save avg"": 1.69, ""shot avg"": 2.67, ""shot %"": 28.32%, ""goal participation %"": 60.36%, ""rating"": 1.050']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
mamt,EU,"['Player: ""name"": ""Hyderr"", ""games"": 138, ""win %"": 47.83%, ""score avg"": 383.68, ""goal avg"": 0.74, ""assist avg"": 0.61, ""save avg"": 1.60, ""shot avg"": 2.82, ""shot %"": 26.22%, ""goal participation %"": 64.14%, ""rating"": 1.049', 'Player: ""name"": ""Kryptos"", ""games"": 179, ""win %"": 48.04%, ""score avg"": 320.71, ""goal avg"": 0.46, ""assist avg"": 0.50, ""save avg"": 1.36, ""shot avg"": 2.68, ""shot %"": 17.12%, ""goal participation %"": 53.75%, ""rating"": 0.827', 'Player: ""name"": ""TxMpeR"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[105.66666666666667, 0.31956666666666667, 234.79666666666665, 0.39999999999999997, 0.36999999999999994, 0.9866666666666667, 1.8333333333333333, 0.14446666666666666, 0.6253333333333333]"
pikete galáctico,EU,"['Player: ""name"": ""Boom"", ""games"": 86, ""win %"": 41.86%, ""score avg"": 364.81, ""goal avg"": 0.65, ""assist avg"": 0.45, ""save avg"": 1.83, ""shot avg"": 2.56, ""shot %"": 25.45%, ""goal participation %"": 65.97%, ""rating"": 0.974', 'Player: ""name"": ""KierMonsteR"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
plan-B esports,EU,"['Player: ""name"": ""FabiDerKrosse"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Snowyyy"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Tempus Fugit"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
